temp,0.548,0.585,0.625,0.663,0.706,0.744,0.785,0.824
973.15,0.0016015407712492644,0.007293150889295974,0.02447123611972899,0.07765316047879214,0.15754055493588126,0.32316068903253625,0.5699117903525951,1.0038394962330355
1023.15,0.0023299127406194026,0.009643056306535084,0.03003678904350183,0.08736743988343852,0.16911206117059419,0.3284469755020735,0.5635052693875436,0.9608572831520706
1073.15,0.0035806610616702255,0.013633976149512287,0.03919764279302886,0.10581809960049676,0.1943598175036375,0.35677107330502067,0.5864080554980242,0.9642271564777753
1123.15,0.004926119414707451,0.01731791524104751,0.046622755298048414,0.11733126010930318,0.2078047620294897,0.36555044329406694,0.5876667224732878,0.9428950726002268
1173.15,0.007420268802269267,0.02439852843662213,0.060820065218727515,0.14397809998823063,0.24251786700049482,0.40656987299867875,0.6267426777686725,0.9743803546953225
1223.15,0.009349621485040599,0.02865191295003043,0.06787730984469668,0.15150491084861198,0.24844251055530375,0.403762562657998,0.6137478899919918,0.9359731414280904
1273.15,0.012074695793972728,0.03481103579234203,0.07802694506993361,0.16520383813890216,0.2624936229849858,0.4133234831935817,0.6144497071531336,0.9175880347214683
1323.15,0.015278225069125436,0.04155804021567723,0.08858286756757147,0.17872691684619643,0.2761340946366497,0.4223938173210415,0.6153979138347321,0.9015509403100673
1348.15,0.01689835944656873,0.04476109621537921,0.09326964763426512,0.1840483439476909,0.28169948589864946,0.4265021304686226,0.6179879628861785,0.8983198830127255
1358.15,0.01747594300552103,0.04580354345409736,0.09451222678445471,0.18520617226992814,0.2825632815342355,0.4262029988530503,0.6165012029163249,0.8934659055432992
